for NO_TESTS is 0 cond_prob_loop is 0 actual oracle response for each test:
actual_loop_count:1, actual_oracle_response:-1 0 
actual_loop_count:1048, actual_oracle_response:0 0 
actual_loop_count:1049, actual_oracle_response:0 0 
actual_loop_count:1050, actual_oracle_response:-1 -1 
actual_loop_count:1051, actual_oracle_response:-1 -1 
actual_loop_count:1052, actual_oracle_response:0 0 
actual_loop_count:1053, actual_oracle_response:-1 0 
actual_loop_count:1054, actual_oracle_response:0 0 
actual_loop_count:1055, actual_oracle_response:-1 -1 
actual_loop_count:1056, actual_oracle_response:-1 0 
actual_loop_count:1057, actual_oracle_response:0 -1 0 
actual_loop_count:1058, actual_oracle_response:0 -1 0 
actual_loop_count:1059, actual_oracle_response:-1 0 
actual_loop_count:1060, actual_oracle_response:0 0 
actual_loop_count:1061, actual_oracle_response:0 -1 0 
actual_loop_count:1062, actual_oracle_response:0 0 
actual_loop_count:1063, actual_oracle_response:0 -1 -1 
actual_loop_count:1064, actual_oracle_response:0 -1 -1 
actual_loop_count:1065, actual_oracle_response:0 0 
actual_loop_count:1066, actual_oracle_response:-1 -1 
actual_loop_count:1067, actual_oracle_response:0 0 
actual_loop_count:1068, actual_oracle_response:0 -1 -1 
actual_loop_count:1069, actual_oracle_response:0 0 
actual_loop_count:1070, actual_oracle_response:0 -1 -1 
actual_loop_count:1071, actual_oracle_response:-1 0 
actual_loop_count:1072, actual_oracle_response:-1 -1 
actual_loop_count:1073, actual_oracle_response:0 0 
actual_loop_count:1074, actual_oracle_response:-1 0 
actual_loop_count:1075, actual_oracle_response:-1 0 
actual_loop_count:1076, actual_oracle_response:0 0 
actual_loop_count:1077, actual_oracle_response:0 -1 0 
actual_loop_count:1078, actual_oracle_response:0 0 
actual_loop_count:1079, actual_oracle_response:0 -1 -1 
actual_loop_count:1080, actual_oracle_response:0 -1 0 
actual_loop_count:1081, actual_oracle_response:0 -1 0 
actual_loop_count:1082, actual_oracle_response:0 -1 0 
actual_loop_count:1083, actual_oracle_response:0 -1 -1 
actual_loop_count:1084, actual_oracle_response:-1 0 
actual_loop_count:1085, actual_oracle_response:0 0 
actual_loop_count:1086, actual_oracle_response:0 0 
actual_loop_count:1087, actual_oracle_response:-1 -1 
actual_loop_count:1088, actual_oracle_response:0 -1 0 
actual_loop_count:1089, actual_oracle_response:0 0 
actual_loop_count:1090, actual_oracle_response:0 0 
actual_loop_count:1091, actual_oracle_response:0 0 
actual_loop_count:1092, actual_oracle_response:0 -1 0 
actual_loop_count:1093, actual_oracle_response:0 0 
actual_loop_count:1094, actual_oracle_response:0 0 
actual_loop_count:1095, actual_oracle_response:0 0 
actual_loop_count:1096, actual_oracle_response:0 0 
actual_loop_count:1097, actual_oracle_response:0 0 
actual_loop_count:1098, actual_oracle_response:0 -1 -1 
actual_loop_count:1099, actual_oracle_response:0 -1 0 
actual_loop_count:1100, actual_oracle_response:0 0 
actual_loop_count:1101, actual_oracle_response:0 -1 0 
actual_loop_count:1102, actual_oracle_response:0 0 
actual_loop_count:1103, actual_oracle_response:0 -1 0 
actual_loop_count:1104, actual_oracle_response:0 -1 0 
actual_loop_count:1105, actual_oracle_response:0 0 
actual_loop_count:1106, actual_oracle_response:0 -1 -1 
actual_loop_count:1107, actual_oracle_response:0 -1 0 
actual_loop_count:1108, actual_oracle_response:0 -1 0 
actual_loop_count:1109, actual_oracle_response:-1 0 
actual_loop_count:1110, actual_oracle_response:0 0 
actual_loop_count:1111, actual_oracle_response:0 0 
actual_loop_count:1112, actual_oracle_response:0 0 
actual_loop_count:1113, actual_oracle_response:0 0 
actual_loop_count:1114, actual_oracle_response:0 0 
actual_loop_count:1115, actual_oracle_response:0 0 
actual_loop_count:1116, actual_oracle_response:0 0 
actual_loop_count:1117, actual_oracle_response:0 0 
actual_loop_count:1118, actual_oracle_response:-1 0 
actual_loop_count:1119, actual_oracle_response:0 0 
actual_loop_count:1120, actual_oracle_response:0 -1 0 
actual_loop_count:1121, actual_oracle_response:0 0 
actual_loop_count:1122, actual_oracle_response:-1 -1 
actual_loop_count:1123, actual_oracle_response:-1 0 
actual_loop_count:1124, actual_oracle_response:0 0 
actual_loop_count:1125, actual_oracle_response:0 0 
actual_loop_count:1126, actual_oracle_response:0 -1 0 
actual_loop_count:1127, actual_oracle_response:0 0 
actual_loop_count:1128, actual_oracle_response:0 -1 -1 
actual_loop_count:1129, actual_oracle_response:0 -1 0 
actual_loop_count:1130, actual_oracle_response:0 -1 0 
actual_loop_count:1131, actual_oracle_response:0 -1 0 
actual_loop_count:1132, actual_oracle_response:0 -1 0 
actual_loop_count:1133, actual_oracle_response:0 0 
actual_loop_count:1134, actual_oracle_response:-1 0 
actual_loop_count:1135, actual_oracle_response:0 0 
actual_loop_count:1136, actual_oracle_response:0 -1 0 
actual_loop_count:1137, actual_oracle_response:0 0 
actual_loop_count:1138, actual_oracle_response:-1 -1 
actual_loop_count:1139, actual_oracle_response:-1 -1 
actual_loop_count:1140, actual_oracle_response:-1 -1 
actual_loop_count:1141, actual_oracle_response:-1 0 
actual_loop_count:1142, actual_oracle_response:-1 0 
actual_loop_count:1143, actual_oracle_response:-1 0 
actual_loop_count:1144, actual_oracle_response:-1 0 
actual_loop_count:1145, actual_oracle_response:-1 -1 
actual_loop_count:1146, actual_oracle_response:0 0 
actual_loop_count:1147, actual_oracle_response:-1 0 
actual_loop_count:1148, actual_oracle_response:-1 0 
actual_loop_count:1149, actual_oracle_response:-1 0 
actual_loop_count:1150, actual_oracle_response:-1 -1 
actual_loop_count:1151, actual_oracle_response:-1 -1 
actual_loop_count:1152, actual_oracle_response:-1 0 
actual_loop_count:1153, actual_oracle_response:-1 -1 
actual_loop_count:1154, actual_oracle_response:-1 -1 
actual_loop_count:1155, actual_oracle_response:0 0 
actual_loop_count:1156, actual_oracle_response:-1 0 
actual_loop_count:1157, actual_oracle_response:0 -1 0 
actual_loop_count:1158, actual_oracle_response:0 -1 -1 
actual_loop_count:1159, actual_oracle_response:0 -1 -1 
actual_loop_count:1160, actual_oracle_response:0 -1 -1 
actual_loop_count:1161, actual_oracle_response:0 -1 -1 
actual_loop_count:1162, actual_oracle_response:0 -1 0 
actual_loop_count:1163, actual_oracle_response:0 -1 0 
actual_loop_count:1164, actual_oracle_response:0 0 
actual_loop_count:1165, actual_oracle_response:-1 0 
actual_loop_count:1166, actual_oracle_response:0 0 
actual_loop_count:1167, actual_oracle_response:-1 0 
actual_loop_count:1168, actual_oracle_response:-1 -1 
actual_loop_count:1169, actual_oracle_response:0 -1 0 
actual_loop_count:1170, actual_oracle_response:0 -1 -1 
actual_loop_count:1171, actual_oracle_response:0 -1 -1 
actual_loop_count:1172, actual_oracle_response:0 -1 -1 
actual_loop_count:1173, actual_oracle_response:0 -1 0 
actual_loop_count:1174, actual_oracle_response:0 -1 0 
actual_loop_count:1175, actual_oracle_response:0 -1 0 
actual_loop_count:1176, actual_oracle_response:0 0 
actual_loop_count:1177, actual_oracle_response:0 -1 0 
actual_loop_count:1178, actual_oracle_response:0 -1 0 
actual_loop_count:1179, actual_oracle_response:0 0 
actual_loop_count:1180, actual_oracle_response:-1 -1 
actual_loop_count:1181, actual_oracle_response:-1 0 
actual_loop_count:1182, actual_oracle_response:-1 0 
actual_loop_count:1183, actual_oracle_response:-1 0 
actual_loop_count:1184, actual_oracle_response:-1 -1 
actual_loop_count:1185, actual_oracle_response:-1 0 
actual_loop_count:1186, actual_oracle_response:-1 -1 
actual_loop_count:1187, actual_oracle_response:-1 -1 
actual_loop_count:1188, actual_oracle_response:0 -1 0 
actual_loop_count:1189, actual_oracle_response:-1 0 
actual_loop_count:1190, actual_oracle_response:0 0 
actual_loop_count:1191, actual_oracle_response:-1 0 
actual_loop_count:1192, actual_oracle_response:-1 0 
actual_loop_count:1193, actual_oracle_response:-1 0 
actual_loop_count:1194, actual_oracle_response:0 -1 0 
actual_loop_count:1195, actual_oracle_response:0 -1 0 
actual_loop_count:1196, actual_oracle_response:-1 -1 
actual_loop_count:1197, actual_oracle_response:-1 -1 
actual_loop_count:1198, actual_oracle_response:-1 -1 
actual_loop_count:1199, actual_oracle_response:-1 -1 
actual_loop_count:1200, actual_oracle_response:-1 -1 
actual_loop_count:1201, actual_oracle_response:-1 -1 
actual_loop_count:1202, actual_oracle_response:-1 0 
actual_loop_count:1203, actual_oracle_response:0 0 
actual_loop_count:1204, actual_oracle_response:-1 0 
actual_loop_count:1205, actual_oracle_response:-1 0 
actual_loop_count:1206, actual_oracle_response:-1 0 
actual_loop_count:1207, actual_oracle_response:0 -1 0 
actual_loop_count:1208, actual_oracle_response:0 -1 0 
actual_loop_count:1209, actual_oracle_response:0 -1 -1 
actual_loop_count:1210, actual_oracle_response:0 -1 0 
actual_loop_count:1211, actual_oracle_response:-1 0 
actual_loop_count:1212, actual_oracle_response:0 0 
actual_loop_count:1213, actual_oracle_response:-1 0 
actual_loop_count:1214, actual_oracle_response:-1 -1 
actual_loop_count:1215, actual_oracle_response:-1 -1 
actual_loop_count:1216, actual_oracle_response:-1 -1 
actual_loop_count:1217, actual_oracle_response:-1 -1 
actual_loop_count:1218, actual_oracle_response:-1 0 
actual_loop_count:1219, actual_oracle_response:-1 -1 
actual_loop_count:1220, actual_oracle_response:-1 -1 
actual_loop_count:1221, actual_oracle_response:0 0 
actual_loop_count:1222, actual_oracle_response:0 0 
actual_loop_count:1223, actual_oracle_response:0 0 
actual_loop_count:1224, actual_oracle_response:-1 0 
actual_loop_count:1225, actual_oracle_response:0 0 
actual_loop_count:1226, actual_oracle_response:-1 -1 
actual_loop_count:1227, actual_oracle_response:0 0 
actual_loop_count:1228, actual_oracle_response:0 -1 -1 
actual_loop_count:1229, actual_oracle_response:0 0 
actual_loop_count:1230, actual_oracle_response:0 -1 0 
actual_loop_count:1231, actual_oracle_response:0 -1 0 
actual_loop_count:1232, actual_oracle_response:-1 0 
actual_loop_count:1233, actual_oracle_response:-1 0 
actual_loop_count:1234, actual_oracle_response:0 0 
actual_loop_count:1235, actual_oracle_response:0 0 
actual_loop_count:1236, actual_oracle_response:-1 0 
actual_loop_count:1237, actual_oracle_response:0 -1 0 
actual_loop_count:1238, actual_oracle_response:-1 0 
actual_loop_count:1239, actual_oracle_response:0 -1 0 
actual_loop_count:1240, actual_oracle_response:0 -1 0 
actual_loop_count:1241, actual_oracle_response:0 0 
actual_loop_count:1242, actual_oracle_response:0 0 
actual_loop_count:1243, actual_oracle_response:0 0 
actual_loop_count:1244, actual_oracle_response:0 -1 -1 
actual_loop_count:1245, actual_oracle_response:0 -1 -1 
actual_loop_count:1246, actual_oracle_response:0 -1 0 
actual_loop_count:1247, actual_oracle_response:0 0 
actual_loop_count:1248, actual_oracle_response:0 -1 -1 
actual_loop_count:1249, actual_oracle_response:-1 0 
actual_loop_count:1250, actual_oracle_response:0 -1 0 
actual_loop_count:1251, actual_oracle_response:0 -1 -1 
actual_loop_count:1252, actual_oracle_response:0 -1 0 
actual_loop_count:1253, actual_oracle_response:-1 0 
actual_loop_count:1254, actual_oracle_response:0 0 
actual_loop_count:1255, actual_oracle_response:-1 -1 
actual_loop_count:1256, actual_oracle_response:-1 -1 
actual_loop_count:1257, actual_oracle_response:-1 -1 
actual_loop_count:1258, actual_oracle_response:0 0 
actual_loop_count:1259, actual_oracle_response:-1 -1 
actual_loop_count:1260, actual_oracle_response:-1 -1 
actual_loop_count:1261, actual_oracle_response:-1 0 
actual_loop_count:1262, actual_oracle_response:0 0 
actual_loop_count:1263, actual_oracle_response:0 0 
actual_loop_count:1264, actual_oracle_response:-1 0 
actual_loop_count:1265, actual_oracle_response:0 -1 0 
actual_loop_count:1266, actual_oracle_response:0 -1 -1 
actual_loop_count:1267, actual_oracle_response:0 -1 0 
actual_loop_count:1268, actual_oracle_response:0 -1 0 
actual_loop_count:1269, actual_oracle_response:0 -1 0 
actual_loop_count:1270, actual_oracle_response:-1 0 
actual_loop_count:1271, actual_oracle_response:0 0 
actual_loop_count:1272, actual_oracle_response:-1 0 
actual_loop_count:1273, actual_oracle_response:0 -1 -1 
actual_loop_count:1274, actual_oracle_response:0 -1 -1 
actual_loop_count:1275, actual_oracle_response:0 -1 -1 
actual_loop_count:1276, actual_oracle_response:0 -1 0 
actual_loop_count:1277, actual_oracle_response:0 -1 -1 
actual_loop_count:1278, actual_oracle_response:0 0 
actual_loop_count:1279, actual_oracle_response:0 0 
actual_loop_count:1280, actual_oracle_response:0 -1 -1 
actual_loop_count:1281, actual_oracle_response:0 0 
actual_loop_count:1282, actual_oracle_response:0 -1 -1 
actual_loop_count:1283, actual_oracle_response:0 -1 -1 
actual_loop_count:1284, actual_oracle_response:0 -1 0 
actual_loop_count:1285, actual_oracle_response:0 -1 -1 
actual_loop_count:1286, actual_oracle_response:0 -1 -1 
actual_loop_count:1287, actual_oracle_response:0 -1 0 
actual_loop_count:1288, actual_oracle_response:0 0 
actual_loop_count:1289, actual_oracle_response:0 -1 0 
actual_loop_count:1290, actual_oracle_response:0 -1 -1 
actual_loop_count:1291, actual_oracle_response:0 -1 -1 
actual_loop_count:1292, actual_oracle_response:0 -1 -1 
actual_loop_count:1293, actual_oracle_response:-1 0 
actual_loop_count:1294, actual_oracle_response:0 0 
actual_loop_count:1295, actual_oracle_response:-1 0 
actual_loop_count:1296, actual_oracle_response:0 0 
actual_loop_count:1297, actual_oracle_response:-1 -1 
actual_loop_count:1298, actual_oracle_response:-1 -1 
actual_loop_count:1299, actual_oracle_response:-1 0 
actual_loop_count:1300, actual_oracle_response:0 0 
actual_loop_count:1301, actual_oracle_response:0 -1 0 
actual_loop_count:1302, actual_oracle_response:-1 -1 
actual_loop_count:1303, actual_oracle_response:0 -1 -1 
actual_loop_count:1304, actual_oracle_response:0 -1 -1 
actual_loop_count:1305, actual_oracle_response:-1 0 
actual_loop_count:1306, actual_oracle_response:0 -1 -1 
actual_loop_count:1307, actual_oracle_response:-1 -1 
actual_loop_count:1308, actual_oracle_response:-1 -1 
actual_loop_count:1309, actual_oracle_response:-1 0 
actual_loop_count:1310, actual_oracle_response:-1 -1 
actual_loop_count:1311, actual_oracle_response:-1 0 
actual_loop_count:1312, actual_oracle_response:0 0 
actual_loop_count:1313, actual_oracle_response:-1 0 
actual_loop_count:1314, actual_oracle_response:0 0 
actual_loop_count:1315, actual_oracle_response:0 0 
actual_loop_count:1316, actual_oracle_response:-1 0 
actual_loop_count:1317, actual_oracle_response:-1 0 
actual_loop_count:1318, actual_oracle_response:0 0 
actual_loop_count:1319, actual_oracle_response:0 -1 0 
actual_loop_count:1320, actual_oracle_response:0 -1 0 
actual_loop_count:1321, actual_oracle_response:0 -1 -1 
actual_loop_count:1322, actual_oracle_response:0 0 
actual_loop_count:1323, actual_oracle_response:0 -1 0 
actual_loop_count:1324, actual_oracle_response:0 0 
actual_loop_count:1325, actual_oracle_response:0 0 
actual_loop_count:1326, actual_oracle_response:0 -1 0 
actual_loop_count:1327, actual_oracle_response:0 -1 -1 
actual_loop_count:1328, actual_oracle_response:0 0 
actual_loop_count:1329, actual_oracle_response:0 -1 0 
actual_loop_count:1330, actual_oracle_response:0 0 
actual_loop_count:1331, actual_oracle_response:0 0 
actual_loop_count:1332, actual_oracle_response:-1 0 
actual_loop_count:1333, actual_oracle_response:0 -1 -1 
actual_loop_count:1334, actual_oracle_response:-1 0 
actual_loop_count:1335, actual_oracle_response:-1 0 
actual_loop_count:1336, actual_oracle_response:0 0 
actual_loop_count:1337, actual_oracle_response:0 0 
actual_loop_count:1338, actual_oracle_response:0 -1 -1 
actual_loop_count:1339, actual_oracle_response:-1 0 
actual_loop_count:1340, actual_oracle_response:0 -1 0 
actual_loop_count:1341, actual_oracle_response:0 0 
actual_loop_count:1342, actual_oracle_response:0 0 
actual_loop_count:1343, actual_oracle_response:0 -1 0 
actual_loop_count:1344, actual_oracle_response:0 -1 0 
actual_loop_count:1345, actual_oracle_response:-1 0 
actual_loop_count:1346, actual_oracle_response:0 -1 -1 
actual_loop_count:1347, actual_oracle_response:-1 0 
actual_loop_count:1348, actual_oracle_response:-1 0 
actual_loop_count:1349, actual_oracle_response:-1 0 
actual_loop_count:1350, actual_oracle_response:0 0 
actual_loop_count:1351, actual_oracle_response:-1 0 
actual_loop_count:1352, actual_oracle_response:-1 0 
actual_loop_count:1353, actual_oracle_response:-1 0 
actual_loop_count:1354, actual_oracle_response:-1 -1 
actual_loop_count:1355, actual_oracle_response:-1 -1 
actual_loop_count:1356, actual_oracle_response:-1 0 
actual_loop_count:1357, actual_oracle_response:-1 -1 
actual_loop_count:1358, actual_oracle_response:-1 -1 
actual_loop_count:1359, actual_oracle_response:-1 -1 
actual_loop_count:1360, actual_oracle_response:-1 -1 
actual_loop_count:1361, actual_oracle_response:0 0 
actual_loop_count:1362, actual_oracle_response:-1 0 
actual_loop_count:1363, actual_oracle_response:-1 0 
actual_loop_count:1364, actual_oracle_response:-1 0 
actual_loop_count:1365, actual_oracle_response:-1 -1 
actual_loop_count:1366, actual_oracle_response:-1 -1 
actual_loop_count:1367, actual_oracle_response:-1 -1 
actual_loop_count:1368, actual_oracle_response:-1 0 
actual_loop_count:1369, actual_oracle_response:0 0 
actual_loop_count:1370, actual_oracle_response:-1 0 
actual_loop_count:1371, actual_oracle_response:0 0 
actual_loop_count:1372, actual_oracle_response:0 0 
actual_loop_count:1373, actual_oracle_response:0 -1 -1 
actual_loop_count:1374, actual_oracle_response:0 -1 -1 
actual_loop_count:1375, actual_oracle_response:0 -1 -1 
actual_loop_count:1376, actual_oracle_response:0 -1 0 
actual_loop_count:1377, actual_oracle_response:0 -1 -1 
actual_loop_count:1378, actual_oracle_response:0 -1 -1 
actual_loop_count:1379, actual_oracle_response:0 -1 0 
actual_loop_count:1380, actual_oracle_response:-1 0 
actual_loop_count:1381, actual_oracle_response:0 -1 -1 
actual_loop_count:1382, actual_oracle_response:-1 0 
actual_loop_count:1383, actual_oracle_response:0 -1 0 
actual_loop_count:1384, actual_oracle_response:-1 -1 
actual_loop_count:1385, actual_oracle_response:0 0 
actual_loop_count:1386, actual_oracle_response:-1 0 
actual_loop_count:1387, actual_oracle_response:0 0 
actual_loop_count:1388, actual_oracle_response:0 0 
actual_loop_count:1389, actual_oracle_response:0 -1 0 
actual_loop_count:1390, actual_oracle_response:0 -1 0 
actual_loop_count:1391, actual_oracle_response:0 -1 0 
actual_loop_count:1392, actual_oracle_response:0 0 
actual_loop_count:1393, actual_oracle_response:0 -1 0 
actual_loop_count:1394, actual_oracle_response:0 -1 -1 
actual_loop_count:1395, actual_oracle_response:0 -1 -1 
actual_loop_count:1396, actual_oracle_response:0 -1 -1 
actual_loop_count:1397, actual_oracle_response:0 -1 -1 
actual_loop_count:1398, actual_oracle_response:0 0 
actual_loop_count:1399, actual_oracle_response:0 -1 0 
actual_loop_count:1400, actual_oracle_response:0 -1 -1 
actual_loop_count:1401, actual_oracle_response:0 0 
actual_loop_count:1402, actual_oracle_response:-1 0 
actual_loop_count:1403, actual_oracle_response:0 -1 0 
actual_loop_count:1404, actual_oracle_response:-1 0 
actual_loop_count:1405, actual_oracle_response:0 -1 -1 
actual_loop_count:1406, actual_oracle_response:0 -1 -1 
actual_loop_count:1407, actual_oracle_response:0 0 
actual_loop_count:1408, actual_oracle_response:-1 0 
actual_loop_count:1409, actual_oracle_response:0 0 
actual_loop_count:1410, actual_oracle_response:0 0 
actual_loop_count:1411, actual_oracle_response:-1 -1 
actual_loop_count:1412, actual_oracle_response:0 0 
actual_loop_count:1413, actual_oracle_response:0 0 
actual_loop_count:1414, actual_oracle_response:0 -1 0 
actual_loop_count:1415, actual_oracle_response:0 0 
actual_loop_count:1416, actual_oracle_response:0 -1 0 
actual_loop_count:1417, actual_oracle_response:0 0 
actual_loop_count:1418, actual_oracle_response:0 -1 0 
actual_loop_count:1419, actual_oracle_response:0 -1 0 
actual_loop_count:1420, actual_oracle_response:0 -1 0 
actual_loop_count:1421, actual_oracle_response:-1 0 
actual_loop_count:1422, actual_oracle_response:-1 -1 
actual_loop_count:1423, actual_oracle_response:0 0 
actual_loop_count:1424, actual_oracle_response:0 0 
actual_loop_count:1425, actual_oracle_response:0 -1 0 
actual_loop_count:1426, actual_oracle_response:-1 -1 
actual_loop_count:1427, actual_oracle_response:0 0 
actual_loop_count:1428, actual_oracle_response:-1 0 
actual_loop_count:1429, actual_oracle_response:-1 0 
actual_loop_count:1430, actual_oracle_response:-1 0 
actual_loop_count:1431, actual_oracle_response:0 0 
actual_loop_count:1432, actual_oracle_response:0 0 
actual_loop_count:1433, actual_oracle_response:-1 0 
actual_loop_count:1434, actual_oracle_response:0 0 
actual_loop_count:1435, actual_oracle_response:-1 0 
actual_loop_count:1436, actual_oracle_response:0 0 
actual_loop_count:1437, actual_oracle_response:0 0 
actual_loop_count:1438, actual_oracle_response:0 -1 -1 
actual_loop_count:1439, actual_oracle_response:0 0 
actual_loop_count:1440, actual_oracle_response:0 -1 0 
actual_loop_count:1441, actual_oracle_response:0 -1 -1 
actual_loop_count:1442, actual_oracle_response:0 0 
actual_loop_count:1443, actual_oracle_response:0 -1 0 
actual_loop_count:1444, actual_oracle_response:0 -1 -1 
actual_loop_count:1445, actual_oracle_response:0 0 
actual_loop_count:1446, actual_oracle_response:0 -1 0 
actual_loop_count:1447, actual_oracle_response:0 -1 -1 
actual_loop_count:1448, actual_oracle_response:0 -1 -1 
actual_loop_count:1449, actual_oracle_response:0 -1 -1 
actual_loop_count:1450, actual_oracle_response:0 -1 -1 
actual_loop_count:1451, actual_oracle_response:0 -1 0 
actual_loop_count:1452, actual_oracle_response:0 -1 0 
actual_loop_count:1453, actual_oracle_response:0 -1 0 
actual_loop_count:1454, actual_oracle_response:0 -1 0 
actual_loop_count:1455, actual_oracle_response:0 -1 0 
actual_loop_count:1456, actual_oracle_response:0 -1 0 
actual_loop_count:1457, actual_oracle_response:0 -1 0 
actual_loop_count:1458, actual_oracle_response:0 -1 0 
actual_loop_count:1459, actual_oracle_response:-1 -1 
actual_loop_count:1460, actual_oracle_response:0 -1 -1 
actual_loop_count:1461, actual_oracle_response:-1 0 
actual_loop_count:1462, actual_oracle_response:0 0 
actual_loop_count:1463, actual_oracle_response:0 -1 0 
actual_loop_count:1464, actual_oracle_response:0 0 
actual_loop_count:1465, actual_oracle_response:-1 -1 
actual_loop_count:1466, actual_oracle_response:0 -1 0 
actual_loop_count:1467, actual_oracle_response:0 0 
actual_loop_count:1468, actual_oracle_response:0 -1 0 
actual_loop_count:1469, actual_oracle_response:0 0 
actual_loop_count:1470, actual_oracle_response:0 -1 0 
actual_loop_count:1471, actual_oracle_response:0 0 
actual_loop_count:1472, actual_oracle_response:0 0 
actual_loop_count:1473, actual_oracle_response:0 0 
actual_loop_count:1474, actual_oracle_response:-1 0 
actual_loop_count:1475, actual_oracle_response:-1 -1 
actual_loop_count:1476, actual_oracle_response:0 0 
actual_loop_count:1477, actual_oracle_response:-1 0 
actual_loop_count:1478, actual_oracle_response:-1 0 
actual_loop_count:1479, actual_oracle_response:0 0 
actual_loop_count:1480, actual_oracle_response:0 0 
actual_loop_count:1481, actual_oracle_response:-1 -1 
actual_loop_count:1482, actual_oracle_response:-1 0 
actual_loop_count:1483, actual_oracle_response:-1 -1 
actual_loop_count:1484, actual_oracle_response:-1 -1 
actual_loop_count:1485, actual_oracle_response:-1 -1 
actual_loop_count:1486, actual_oracle_response:-1 -1 
actual_loop_count:1487, actual_oracle_response:-1 0 
actual_loop_count:1488, actual_oracle_response:-1 -1 
actual_loop_count:1489, actual_oracle_response:-1 0 
actual_loop_count:1490, actual_oracle_response:-1 0 
actual_loop_count:1491, actual_oracle_response:-1 0 
actual_loop_count:1492, actual_oracle_response:0 0 
actual_loop_count:1493, actual_oracle_response:0 0 
actual_loop_count:1494, actual_oracle_response:-1 -1 
actual_loop_count:1495, actual_oracle_response:-1 0 
actual_loop_count:1496, actual_oracle_response:0 0 
actual_loop_count:1497, actual_oracle_response:-1 0 
actual_loop_count:1498, actual_oracle_response:0 0 
actual_loop_count:1499, actual_oracle_response:-1 0 
actual_loop_count:1500, actual_oracle_response:0 -1 0 
actual_loop_count:1501, actual_oracle_response:0 -1 0 
actual_loop_count:1502, actual_oracle_response:-1 0 
actual_loop_count:1503, actual_oracle_response:-1 0 
actual_loop_count:1504, actual_oracle_response:-1 0 
actual_loop_count:1505, actual_oracle_response:-1 -1 
actual_loop_count:1506, actual_oracle_response:0 0 
actual_loop_count:1507, actual_oracle_response:-1 0 
actual_loop_count:1508, actual_oracle_response:-1 0 
actual_loop_count:1509, actual_oracle_response:-1 -1 
actual_loop_count:1510, actual_oracle_response:-1 -1 
actual_loop_count:1511, actual_oracle_response:-1 0 
actual_loop_count:1512, actual_oracle_response:0 -1 0 
actual_loop_count:1513, actual_oracle_response:0 0 
actual_loop_count:1514, actual_oracle_response:0 0 
actual_loop_count:1515, actual_oracle_response:0 -1 -1 
actual_loop_count:1516, actual_oracle_response:0 0 
actual_loop_count:1517, actual_oracle_response:-1 0 
actual_loop_count:1518, actual_oracle_response:0 -1 0 
actual_loop_count:1519, actual_oracle_response:0 -1 0 
actual_loop_count:1520, actual_oracle_response:0 0 
actual_loop_count:1521, actual_oracle_response:0 0 
actual_loop_count:1522, actual_oracle_response:0 0 
actual_loop_count:1523, actual_oracle_response:-1 0 
actual_loop_count:1524, actual_oracle_response:-1 0 
actual_loop_count:1525, actual_oracle_response:-1 0 
actual_loop_count:1526, actual_oracle_response:0 -1 0 
actual_loop_count:1527, actual_oracle_response:0 -1 0 
actual_loop_count:1528, actual_oracle_response:-1 0 
actual_loop_count:1529, actual_oracle_response:0 0 
actual_loop_count:1530, actual_oracle_response:-1 0 
actual_loop_count:1531, actual_oracle_response:-1 0 
actual_loop_count:1532, actual_oracle_response:-1 0 
actual_loop_count:1533, actual_oracle_response:-1 -1 
actual_loop_count:1534, actual_oracle_response:-1 0 
actual_loop_count:1535, actual_oracle_response:0 -1 0 
actual_loop_count:1536, actual_oracle_response:0 -1 0 
actual_loop_count:1537, actual_oracle_response:0 -1 0 
actual_loop_count:1538, actual_oracle_response:0 0 
actual_loop_count:1539, actual_oracle_response:0 -1 -1 
actual_loop_count:1540, actual_oracle_response:0 -1 0 
actual_loop_count:1541, actual_oracle_response:0 -1 0 
actual_loop_count:1542, actual_oracle_response:0 -1 -1 
actual_loop_count:1543, actual_oracle_response:0 0 
actual_loop_count:1544, actual_oracle_response:0 -1 0 
actual_loop_count:1545, actual_oracle_response:0 -1 0 
actual_loop_count:1546, actual_oracle_response:0 -1 -1 
actual_loop_count:1547, actual_oracle_response:0 -1 -1 
actual_loop_count:1548, actual_oracle_response:0 -1 0 
actual_loop_count:1549, actual_oracle_response:0 -1 -1 
actual_loop_count:1550, actual_oracle_response:0 -1 -1 
actual_loop_count:1551, actual_oracle_response:0 -1 0 
actual_loop_count:1552, actual_oracle_response:0 -1 0 
actual_loop_count:1553, actual_oracle_response:-1 0 
actual_loop_count:1554, actual_oracle_response:0 -1 -1 
actual_loop_count:1555, actual_oracle_response:0 -1 -1 
actual_loop_count:1556, actual_oracle_response:0 -1 0 
actual_loop_count:1557, actual_oracle_response:-1 -1 
actual_loop_count:1558, actual_oracle_response:0 0 
actual_loop_count:1559, actual_oracle_response:0 -1 0 
actual_loop_count:1560, actual_oracle_response:0 -1 0 
actual_loop_count:1561, actual_oracle_response:0 0 
actual_loop_count:1562, actual_oracle_response:-1 0 
actual_loop_count:1563, actual_oracle_response:-1 0 
actual_loop_count:1564, actual_oracle_response:-1 0 
actual_loop_count:1565, actual_oracle_response:-1 -1 
actual_loop_count:1566, actual_oracle_response:-1 0 
actual_loop_count:1567, actual_oracle_response:-1 0 
actual_loop_count:1568, actual_oracle_response:-1 -1 
